id,route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
1,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"KSRTC (Kerala) - 581","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 10:03:00",N/A,"2024-09-01 18:30:00",4,469.00,3
2,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"KSRTC (Kerala) - 52","SWIFT-GARUDA A/C SEATER BUS","2024-09-01 12:01:00",N/A,"2024-09-01 19:55:00",3.8,627.00,12
3,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"KSRTC (Kerala) - 1210","SWIFT-HYBRID NON AC SEATER CUM SLEEPER","2024-09-01 12:55:00",N/A,"2024-09-01 21:15:00",3.8,567.00,29
4,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"KSRTC (Kerala) - 129","SWIFT-GARUDA A/C SEATER BUS","2024-09-01 14:15:00",N/A,"2024-09-01 22:50:00",4.3,627.00,26
5,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"KSRTC (Kerala) - 235","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 15:00:00",N/A,"2024-09-02 00:01:00",4.7,620.00,33
6,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"KSRTC (Kerala) - 370","AC MULTI AXLE","2024-09-01 15:25:00",N/A,"2024-09-01 22:20:00",3.1,729.00,37
7,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"KSRTC (Kerala) - 97","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 16:02:00",N/A,"2024-09-02 00:50:00",2.8,567.00,36
8,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"KSRTC (Kerala) - 171","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 16:16:00",N/A,"2024-09-02 01:20:00",3.3,640.00,35
9,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"KSRTC (Kerala) - 553","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 16:45:00",N/A,"2024-09-02 01:25:00",3.7,640.00,22
10,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"KSRTC (Kerala) - 51","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 19:04:00",N/A,"2024-09-02 04:24:00",4.4,640.00,33
11,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"KSRTC (Kerala) - 789","Super Fast Non AC Seater (2+3)","2024-09-01 20:00:00",N/A,"2024-09-02 04:25:00",3.5,473.00,42
12,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"KSRTC (Kerala) - 1585","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:31:00",N/A,"2024-09-02 05:36:00",3.9,640.00,31
13,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"KSRTC (Kerala) - 1586","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 21:31:00",N/A,"2024-09-02 06:36:00",3.4,640.00,31
14,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"KSRTC (Kerala) - 2133","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 22:12:00",N/A,"2024-09-02 07:36:00",4.3,640.00,34
15,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"KSRTC (Kerala) - 2063","SWIFT-GARUDA A/C SEATER BUS","2024-09-01 22:32:00",N/A,"2024-09-02 07:35:00",3.3,627.00,22
16,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"KSRTC (Kerala) - 574","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 23:00:00",N/A,"2024-09-02 09:30:00",3,469.00,31
17,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"KSRTC (Kerala) - 583","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 23:30:00",N/A,"2024-09-02 09:35:00",3.4,469.00,33
18,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"KSRTC (Kerala) - 56","SWIFT-GARUDA A/C SEATER BUS","2024-09-01 23:41:00",N/A,"2024-09-02 09:05:00",3.8,627.00,25
19,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"MMK Travels","VE A/C Seater / Sleeper (2+1)","2024-09-01 22:30:00",N/A,"2024-09-02 07:30:00",4.4,750.00,22
20,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"SAAM BUS","VE A/C Sleeper (2+1)","2024-09-01 20:10:00",N/A,"2024-09-02 06:45:00",4.5,850.00,21
21,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"Silver Line Travels","NON A/C Semi Sleeper (2+2)","2024-09-01 22:00:00",N/A,"2024-09-02 06:10:00",4.4,699.00,40
22,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"Kyros Connect","Bharat Benz A/C Semi Sleeper (2+2)","2024-09-01 23:00:00",N/A,"2024-09-02 09:00:00",4.2,599.00,39
23,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"DLT BUS","A/C Sleeper (2+1)","2024-09-01 22:30:00",N/A,"2024-09-02 07:30:00",4.1,999.00,19
24,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"NS Transports","Non A/C Seater / Sleeper (2+1)","2024-09-01 21:45:00",N/A,"2024-09-02 06:10:00",4.1,699.00,33
25,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"SURAJ TRAVEL HOUSE","VE A/C Seater / Sleeper (2+1)","2024-09-01 21:00:00",N/A,"2024-09-02 07:30:00",4.1,599.00,30
26,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"P K Travels","A/C Sleeper (2+1)","2024-09-01 18:45:00",N/A,"2024-09-02 06:30:00",4.2,1000.00,19
27,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"NS Transports","VE A/C Sleeper (2+1)","2024-09-01 22:45:00",N/A,"2024-09-02 07:30:00",4,950.00,20
28,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"Suraj Holidays","NON AC Seater / Sleeper 2+1","2024-09-01 20:30:00",N/A,"2024-09-02 06:00:00",3.3,600.00,24
29,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"Suraj Holidays","VE A/C Sleeper (2+1)","2024-09-01 22:30:00",N/A,"2024-09-02 07:30:00",3.9,800.00,22
30,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"NS Transports","Non A/C Seater / Sleeper (2+1)","2024-09-01 22:15:00",N/A,"2024-09-02 06:30:00",3.9,700.00,25
31,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)","2024-09-01 22:00:00",N/A,"2024-09-02 07:05:00",3.4,750.00,19
32,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"Sam Tourist","NON AC Seater / Sleeper 2+1","2024-09-01 22:05:00",N/A,"2024-09-02 07:05:00",3.8,599.00,37
33,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"P K Travels","Non A/C Seater / Sleeper (2+1)","2024-09-01 18:45:00",N/A,"2024-09-02 05:15:00",3.8,650.00,28
34,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"A1 Travels","A/C Seater / Sleeper (2+1)","2024-09-01 21:45:00",N/A,"2024-09-02 07:00:00",3.9,750.00,43
35,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"A1 Travels","Non A/C Seater / Sleeper (2+1)","2024-09-01 21:00:00",N/A,"2024-09-02 06:45:00",2.7,600.00,38
36,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"Vijay Lines","A/C Seater / Sleeper (2+1)","2024-09-01 22:20:00",N/A,"2024-09-02 07:00:00",3.4,499.00,22
37,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"National travels and logistics","NON A/C Sleeper (2+1)","2024-09-01 22:45:00",N/A,"2024-09-02 06:30:00",3.6,649.00,19
38,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"Orange Tours And Travels","Bharat Benz A/C Sleeper (2+1)","2024-09-01 02:30:00",N/A,"2024-09-01 10:00:00",2.2,900.00,1
39,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"Bharathi Travels","A/C Sleeper (2+1)","2024-09-01 02:30:00",N/A,"2024-09-01 10:00:00",3.4,790.00,23
40,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"A1 Travels","A/C Seater / Sleeper (2+1)","2024-09-01 22:30:00",N/A,"2024-09-02 06:30:00",1,699.00,31
41,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)","2024-09-01 03:00:00",N/A,"2024-09-01 11:00:00",1.3,1700.00,4
42,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"FAST LINE BUS","A/C Sleeper (2+1)","2024-09-01 21:15:00",N/A,"2024-09-02 06:15:00",4.4,2699.00,34
43,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"Kalpaka Travels","NON A/C Semi Sleeper (2+2)","2024-09-01 22:00:00",N/A,"2024-09-02 06:30:00",2.9,700.00,31
44,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"National travels and logistics","A/C Sleeper (2+1)","2024-09-01 22:45:00",N/A,"2024-09-02 07:00:00",3.9,799.00,14
45,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"CHANCHALAS TOURS AND TRAVELS","A/C Semi Sleeper (2+2)","2024-09-01 15:00:00",N/A,"2024-09-02 00:00:00",4.3,759.00,1
46,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"P K Travels","A/C Seater / Sleeper (2+1)","2024-09-01 21:30:00",N/A,"2024-09-02 06:00:00",3.8,770.00,30
47,"Bangalore to Kozhikode",https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,"Vijay Lines","A/C Seater / Sleeper (2+1)","2024-09-01 20:45:00",N/A,"2024-09-02 07:30:00",3.4,5000.00,40
48,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 1865","Low Floor AC Seater 2+2","2024-09-01 06:30:00",N/A,"2024-09-01 12:15:00",3.2,383.00,2
49,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 794","Super Fast Non AC Seater (2+3)","2024-09-01 06:40:00",N/A,"2024-09-01 12:30:00",3.2,269.00,40
50,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 2710","Super Fast Non AC Seater (2+3)","2024-09-01 07:20:00",N/A,"2024-09-01 13:06:00",3,269.00,49
51,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 1870","Low Floor AC Seater 2+2","2024-09-01 08:30:00",N/A,"2024-09-01 14:14:00",3.9,383.00,18
52,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 764","Super Fast Non AC Seater (2+3)","2024-09-01 09:00:00",N/A,"2024-09-01 14:30:00",3,269.00,50
53,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 671","Super Fast Non AC Seater (2+3)","2024-09-01 09:10:00",N/A,"2024-09-01 14:01:00",3.4,230.00,46
54,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 2571","Super Fast Non AC Seater (2+3)","2024-09-01 09:30:00",N/A,"2024-09-01 15:55:00",3,261.00,43
55,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 721","Super Fast Non AC Seater (2+3)","2024-09-01 09:35:00",N/A,"2024-09-01 15:10:00",3,269.00,50
56,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 2885","Super Fast Non AC Seater (2+3)","2024-09-01 09:50:00",N/A,"2024-09-01 15:01:00",3,220.00,46
57,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 2567","Super Fast Non AC Seater (2+3)","2024-09-01 10:05:00",N/A,"2024-09-01 16:30:00",3,261.00,41
58,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 353","Super Fast Non AC Seater (2+3)","2024-09-01 10:15:00",N/A,"2024-09-01 16:00:00",3,269.00,45
59,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 2371","Low Floor AC Seater 2+2","2024-09-01 10:30:00",N/A,"2024-09-01 15:49:00",4.5,383.00,20
60,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 1255","Super Fast Non AC Seater (2+3)","2024-09-01 10:35:00",N/A,"2024-09-01 16:31:00",3,269.00,46
61,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 773","Super Fast Non AC Seater (2+3)","2024-09-01 10:55:00",N/A,"2024-09-01 16:20:00",3,269.00,45
62,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 1884","Low Floor AC Seater 2+2","2024-09-01 12:30:00",N/A,"2024-09-01 18:19:00",3,383.00,17
63,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 256","Super Fast Non AC Seater (2+3)","2024-09-01 13:30:00",N/A,"2024-09-01 18:36:00",2.2,230.00,49
64,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 2718","Super Fast Non AC Seater (2+3)","2024-09-01 13:50:00",N/A,"2024-09-01 20:00:00",3,209.00,43
65,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 427","Super Fast Non AC Seater (2+3)","2024-09-01 13:55:00",N/A,"2024-09-01 20:20:00",3,269.00,45
66,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 2896","Low Floor AC Seater 2+2","2024-09-01 14:00:00",N/A,"2024-09-01 20:15:00",3,383.00,28
67,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 2369","Low Floor AC Seater 2+2","2024-09-01 14:30:00",N/A,"2024-09-01 20:14:00",3,383.00,30
68,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 2818","Super Fast Non AC Seater (2+3)","2024-09-01 15:00:00",N/A,"2024-09-01 20:30:00",3,269.00,50
69,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 2810","Super Fast Non AC Seater (2+3)","2024-09-01 15:25:00",N/A,"2024-09-01 21:05:00",3,261.00,42
70,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 720","Super Fast Non AC Seater (2+3)","2024-09-01 15:40:00",N/A,"2024-09-01 21:15:00",1.7,269.00,50
71,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 2898","Low Floor AC Seater 2+2","2024-09-01 16:00:00",N/A,"2024-09-01 22:15:00",3,383.00,28
72,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 2874","Super Fast Non AC Seater (2+3)","2024-09-01 16:20:00",N/A,"2024-09-01 22:30:00",3,230.00,49
73,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 1883","Low Floor AC Seater 2+2","2024-09-01 16:30:00",N/A,"2024-09-01 22:09:00",2.9,383.00,20
74,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 323","Super Fast Non AC Seater (2+3)","2024-09-01 17:25:00",N/A,"2024-09-01 22:40:00",1,269.00,46
75,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 503","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 17:42:00",N/A,"2024-09-01 22:00:00",2.1,309.00,37
76,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 2900","Low Floor AC Seater 2+2","2024-09-01 18:00:00",N/A,"2024-09-02 00:15:00",3,383.00,22
77,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 556","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 18:00:00",N/A,"2024-09-01 22:50:00",1.7,309.00,27
78,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 1872","Low Floor AC Seater 2+2","2024-09-01 18:30:00",N/A,"2024-09-01 23:44:00",3.6,383.00,22
79,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 467","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 19:55:00",N/A,"2024-09-02 00:35:00",2.2,309.00,38
80,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 564","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:12:00",N/A,"2024-09-02 00:51:00",3.7,309.00,32
81,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 46","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 20:25:00",N/A,"2024-09-02 01:01:00",3,309.00,28
82,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 2393","Low Floor AC Seater 2+2","2024-09-01 20:30:00",N/A,"2024-09-02 01:44:00",4.3,383.00,31
83,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 827","Super Fast Non AC Seater (2+3)","2024-09-01 21:00:00",N/A,"2024-09-02 02:35:00",4.2,269.00,48
84,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 531","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 21:15:00",N/A,"2024-09-02 01:10:00",3.3,309.00,26
85,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 42","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 21:25:00",N/A,"2024-09-02 02:05:00",3,309.00,24
86,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 2919","Super Fast Non AC Seater (2+3)","2024-09-01 21:30:00",N/A,"2024-09-02 02:45:00",3,269.00,49
87,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 1212","AC MULTI AXLE","2024-09-01 22:00:00",N/A,"2024-09-02 02:26:00",1.8,494.00,22
88,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 700","Super Fast Non AC Seater (2+3)","2024-09-01 22:15:00",N/A,"2024-09-02 03:49:00",2.7,255.00,48
89,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 370","AC MULTI AXLE","2024-09-01 22:20:00",N/A,"2024-09-02 03:15:00",1.9,494.00,41
90,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 666","Super Fast Non AC Seater (2+3)","2024-09-01 22:25:00",N/A,"2024-09-02 04:19:00",4.3,269.00,48
91,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 1841","Low Floor AC Seater 2+2","2024-09-01 22:30:00",N/A,"2024-09-02 03:40:00",3.4,383.00,22
92,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 582","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 22:40:00",N/A,"2024-09-02 03:40:00",3,288.00,32
93,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 1704","Super Fast Non AC Seater (2+3)","2024-09-01 22:40:00",N/A,"2024-09-02 03:50:00",3,255.00,44
94,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 1011","Super Fast Non AC Seater (2+3)","2024-09-01 23:00:00",N/A,"2024-09-02 04:30:00",3,261.00,26
95,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 279","Super Fast Non AC Seater (2+3)","2024-09-01 23:05:00",N/A,"2024-09-02 04:40:00",3.6,269.00,43
96,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"KSRTC (Kerala) - 407","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 23:25:00",N/A,"2024-09-02 03:55:00",3.6,299.00,23
97,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Holy Maria Travels","A/C Semi Sleeper (2+2)","2024-09-01 00:10:00",N/A,"2024-09-01 04:10:00",3.6,700.00,10
98,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Madhavi Travels","A/C Semi Sleeper (2+2)","2024-09-01 00:15:00",N/A,"2024-09-01 06:15:00",4.3,549.00,1
99,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"UFO Bus","A/C Sleeper (2+1)","2024-09-01 00:20:00",N/A,"2024-09-01 05:30:00",3.5,800.00,10
100,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Adrin Travels","A/C Seater/Sleeper (2+1)","2024-09-01 01:20:00",N/A,"2024-09-01 05:50:00",3.6,650.00,15
101,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Madhavi Travels","A/C Sleeper (2+1)","2024-09-01 01:30:00",N/A,"2024-09-01 06:00:00",3.9,799.00,3
102,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Madhavi Travels","A/C Seater (2+2)","2024-09-01 00:45:00",N/A,"2024-09-01 06:45:00",2.4,599.00,11
103,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"A1 Travels","A/C Seater / Sleeper (2+1)","2024-09-01 20:05:00",N/A,"2024-09-01 23:59:00",3.2,700.00,38
104,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Shajees Motors","A/C Semi Sleeper (2+2)","2024-09-01 22:30:00",N/A,"2024-09-02 03:05:00",3.6,530.00,31
105,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"A1 Travels","NON A/C Semi Sleeper (2+2)","2024-09-01 21:00:00",N/A,"2024-09-02 01:30:00",3.5,600.00,32
106,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"BLM Transports","A/C Sleeper (2+1)","2024-09-01 22:00:00",N/A,"2024-09-02 02:45:00",3,903.00,27
107,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"A1 Travels","Bharat Benz A/C Seater /Sleeper (2+1)","2024-09-01 22:15:00",N/A,"2024-09-02 01:45:00",3.1,800.00,32
108,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"A1 Travels","Bharat Benz A/C Seater /Sleeper (2+1)","2024-09-01 22:30:00",N/A,"2024-09-02 01:29:00",3.4,700.00,36
109,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Madhavi Travels","A/C Sleeper (2+1)","2024-09-01 23:30:00",N/A,"2024-09-02 05:00:00",3.9,899.00,21
110,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"A1 Travels","Bharat Benz A/C Sleeper (2+1)","2024-09-01 23:30:00",N/A,"2024-09-02 03:15:00",3.3,900.00,34
111,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Sonia Travels","A/C Seater/Sleeper (2+1)","2024-09-01 23:30:00",N/A,"2024-09-02 04:29:00",4.2,700.00,40
112,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Sonia Travels","A/C Semi Sleeper (2+2)","2024-09-01 23:45:00",N/A,"2024-09-02 03:30:00",4.2,600.00,34
113,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"UFO Bus","Volvo Multi-Axle B9R A/c Semi Sleeper (2+2)","2024-09-01 23:55:00",N/A,"2024-09-02 05:30:00",3.5,630.00,46
114,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Surya Connect","Volvo A/C Semi Sleeper (2+2)","2024-09-01 23:55:00",N/A,"2024-09-02 05:15:00",4.5,630.00,31
115,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Cochin Express","Volvo Multi-Axle B9R A/c Semi Sleeper (2+2)","2024-09-01 23:59:00",N/A,"2024-09-02 06:15:00",4,700.00,27
116,"Kozhikode to Ernakulam",https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,"Kalpaka Travels 1","A/C Sleeper (2+1)","2024-09-01 23:59:00",N/A,"2024-09-02 06:00:00",3.8,800.00,28
