id,route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
485,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"KSRTC (Kerala) - 55","SWIFT-GARUDA A/C SEATER BUS","2024-09-01 13:35:00",N/A,"2024-09-01 19:55:00",3.5,524.00,12
486,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"KSRTC (Kerala) - 805","Super Fast Non AC Seater (2+3)","2024-09-01 15:32:00",N/A,"2024-09-01 22:32:00",3.5,348.00,34
487,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"KSRTC (Kerala) - 578","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:00:00",N/A,"2024-09-02 04:00:00",2.2,426.00,22
488,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"KSRTC (Kerala) - 72","SWIFT-GARUDA A/C SEATER BUS","2024-09-01 20:35:00",N/A,"2024-09-02 03:35:00",2.7,586.00,25
489,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"KSRTC (Kerala) - 1583","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 21:57:00",N/A,"2024-09-02 05:21:00",4.4,548.00,10
490,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"KSRTC (Kerala) - 197","Super Deluxe Non AC Seater Air Bus (2+2)","2024-09-01 22:35:00",N/A,"2024-09-02 06:30:00",2,589.00,1
491,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"KSRTC (Kerala) - 1584","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 23:29:00",N/A,"2024-09-02 06:38:00",3.5,548.00,17
492,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"KSRTC (Kerala) - 50","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 23:51:00",N/A,"2024-09-02 06:41:00",4.4,548.00,15
493,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"MMK Travels","VE A/C Seater / Sleeper (2+1)","2024-09-01 23:45:00",N/A,"2024-09-02 06:00:00",4.5,900.00,31
494,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"Kyros Connect","Bharat Benz A/C Semi Sleeper (2+2)","2024-09-01 13:55:00",N/A,"2024-09-01 20:45:00",4.2,799.00,16
495,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"DLT BUS","A/C Sleeper (2+1)","2024-09-01 23:45:00",N/A,"2024-09-02 06:30:00",4.1,1200.00,24
496,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"Silver Line Travels","NON A/C Semi Sleeper (2+2)","2024-09-01 22:45:00",N/A,"2024-09-02 05:45:00",4.1,699.00,34
497,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"Suraj Holidays","VE A/C Sleeper (2+1)","2024-09-01 23:58:00",N/A,"2024-09-02 07:15:00",4.1,1000.00,25
498,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"MMK Travels","VE A/C Seater / Sleeper (2+1)","2024-09-01 23:45:00",N/A,"2024-09-02 06:00:00",4.3,900.00,31
499,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"Kyros Connect","Bharat Benz A/C Semi Sleeper (2+2)","2024-09-01 13:57:00",N/A,"2024-09-01 20:45:00",3.6,799.00,18
500,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"CHANCHALAS TOURS AND TRAVELS","A/C Semi Sleeper (2+2)","2024-09-01 08:40:00",N/A,"2024-09-01 14:30:00",4.5,854.00,1
501,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"DA Transports","A/C Sleeper (2+1)","2024-09-01 23:50:00",N/A,"2024-09-02 06:45:00",4,899.00,16
502,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"FAST LINE BUS","A/C Sleeper (2+1)","2024-09-01 23:15:00",N/A,"2024-09-02 06:15:00",0,2699.00,34
503,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)","2024-09-01 23:30:00",N/A,"2024-09-02 07:15:00",3.9,899.00,20
504,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"SURAJ TRAVEL HOUSE","VE A/C Seater / Sleeper (2+1)","2024-09-01 22:30:00",N/A,"2024-09-02 06:00:00",3.9,700.00,20
505,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"DA Transports","A/C Sleeper (2+1)","2024-09-01 23:50:00",N/A,"2024-09-02 06:45:00",4.2,899.00,16
506,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"A1 Travels","Non A/C Seater / Sleeper (2+1)","2024-09-01 23:10:00",N/A,"2024-09-02 06:30:00",3.1,600.00,25
507,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"SKS Tourist Corporation (REGD)","Non A/C Seater / Sleeper (2+1)","2024-09-01 23:45:00",N/A,"2024-09-02 05:30:00",4.7,849.00,13
508,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"DLT BUS","A/C Sleeper (2+1)","2024-09-01 23:59:00",N/A,"2024-09-02 06:30:00",3.8,1200.00,17
509,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"Orange Tours And Travels","Bharat Benz A/C Sleeper (2+1)","2024-09-01 16:45:00",N/A,"2024-09-01 23:30:00",3.5,1700.00,21
510,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"SKS Tourist Corporation (REGD)","A/C Sleeper (2+1)","2024-09-01 23:50:00",N/A,"2024-09-02 06:30:00",2.9,899.00,31
511,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"Suraj Holidays","VE A/C Sleeper (2+1)","2024-09-01 23:59:00",N/A,"2024-09-02 07:15:00",3.1,1000.00,25
512,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"SURAJ TRAVEL HOUSE","VE A/C Seater / Sleeper (2+1)","2024-09-01 23:00:00",N/A,"2024-09-02 06:00:00",2.6,700.00,19
513,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"SKS Tourist Corporation (REGD)","Non A/C Seater / Sleeper (2+1)","2024-09-01 23:45:00",N/A,"2024-09-02 05:30:00",2.9,849.00,30
514,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"Orange Tours And Travels","Bharat Benz A/C Sleeper (2+1)","2024-09-01 16:30:00",N/A,"2024-09-01 23:30:00",2,1800.00,19
515,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"Bharathi Travels","A/C Sleeper (2+1)","2024-09-01 17:20:00",N/A,"2024-09-01 23:30:00",1.5,1290.00,16
516,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"Bharathi Travels","A/C Sleeper (2+1)","2024-09-01 17:00:00",N/A,"2024-09-01 23:30:00",1.6,1290.00,20
517,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"P K Travels","A/C Seater / Sleeper (2+1)","2024-09-01 23:50:00",N/A,"2024-09-02 06:00:00",4,900.00,35
518,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)","2024-09-01 15:50:00",N/A,"2024-09-01 23:10:00",3.9,1000.00,23
519,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"CHANCHALAS TOURS AND TRAVELS","A/C Semi Sleeper (2+2)","2024-09-01 08:45:00",N/A,"2024-09-01 14:30:00",3.9,899.00,39
520,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"SKS Tourist Corporation (REGD)","A/C Sleeper (2+1)","2024-09-01 23:55:00",N/A,"2024-09-02 06:30:00",3.2,899.00,31
521,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"A1 Travels","Bharat Benz A/C Seater /Sleeper (2+1)","2024-09-01 23:45:00",N/A,"2024-09-02 06:30:00",3.1,899.00,29
522,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"Kallada Travels (Suresh Kallada)","A/C Sleeper (2+1)","2024-09-01 15:50:00",N/A,"2024-09-01 23:10:00",3.1,1000.00,23
523,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"A1 Travels","A/C Seater / Sleeper (2+1)","2024-09-01 22:30:00",N/A,"2024-09-02 05:30:00",3.1,799.00,29
524,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"DA Transports","A/C Sleeper (2+1)","2024-09-01 00:00:00",N/A,"2024-09-01 07:45:00",4.1,899.00,36
525,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"Vijay Lines","A/C Seater / Sleeper (2+1)","2024-09-01 23:10:00",N/A,"2024-09-02 07:10:00",2.2,666.00,27
526,"Kalpetta (kerala) to Bangalore",https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,"DA Transports","A/C Sleeper (2+1)","2024-09-01 00:00:00",N/A,"2024-09-01 07:45:00",3.7,899.00,36
527,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 2820","Super Fast Non AC Seater (2+3)","2024-09-01 00:55:00",N/A,"2024-09-01 03:50:00",3.3,181.00,4
528,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 171","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 01:20:00",N/A,"2024-09-01 04:05:00",3.3,216.00,23
529,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 2389","Low Floor AC Seater 2+2","2024-09-01 01:30:00",N/A,"2024-09-01 04:35:00",3.3,253.00,1
530,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 2875","Super Fast Non AC Seater (2+3)","2024-09-01 02:40:00",N/A,"2024-09-01 06:15:00",3.3,174.00,41
531,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 1856","Low Floor AC Seater 2+2","2024-09-01 03:30:00",N/A,"2024-09-01 06:35:00",4.1,253.00,3
532,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 2713","Super Fast Non AC Seater (2+3)","2024-09-01 04:00:00",N/A,"2024-09-01 07:20:00",3.3,166.00,29
533,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 2392","Low Floor AC Seater 2+2","2024-09-01 05:30:00",N/A,"2024-09-01 08:50:00",3.3,253.00,10
534,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 1865","Low Floor AC Seater 2+2","2024-09-01 06:30:00",N/A,"2024-09-01 10:00:00",3.4,253.00,4
535,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 794","Super Fast Non AC Seater (2+3)","2024-09-01 06:40:00",N/A,"2024-09-01 10:20:00",3.3,181.00,42
536,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 2710","Super Fast Non AC Seater (2+3)","2024-09-01 07:20:00",N/A,"2024-09-01 11:05:00",3.3,181.00,49
537,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 1868","Low Floor AC Seater 2+2","2024-09-01 07:30:00",N/A,"2024-09-01 11:00:00",3.1,253.00,18
538,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 1992","Super Fast Non AC Seater (2+3)","2024-09-01 07:35:00",N/A,"2024-09-01 10:50:00",3.3,181.00,49
539,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 851","Super Fast Non AC Seater (2+3)","2024-09-01 08:15:00",N/A,"2024-09-01 11:50:00",3.3,181.00,45
540,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 1870","Low Floor AC Seater 2+2","2024-09-01 08:30:00",N/A,"2024-09-01 12:00:00",5,253.00,21
541,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 2006","Super Fast Non AC Seater (2+3)","2024-09-01 08:35:00",N/A,"2024-09-01 12:35:00",3.3,181.00,46
542,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 761","Super Fast Non AC Seater (2+3)","2024-09-01 08:45:00",N/A,"2024-09-01 12:20:00",3.3,181.00,49
543,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 764","Super Fast Non AC Seater (2+3)","2024-09-01 09:00:00",N/A,"2024-09-01 12:30:00",3.3,181.00,50
544,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 1873","Low Floor AC Seater 2+2","2024-09-01 09:30:00",N/A,"2024-09-01 12:50:00",3.3,253.00,25
545,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 2571","Super Fast Non AC Seater (2+3)","2024-09-01 09:30:00",N/A,"2024-09-01 13:30:00",3.3,174.00,43
546,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 721","Super Fast Non AC Seater (2+3)","2024-09-01 09:35:00",N/A,"2024-09-01 13:05:00",3.3,181.00,50
547,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 813","Super Fast Non AC Seater (2+3)","2024-09-01 09:40:00",N/A,"2024-09-01 13:05:00",3.3,181.00,42
548,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 2567","Super Fast Non AC Seater (2+3)","2024-09-01 10:05:00",N/A,"2024-09-01 14:05:00",3.3,174.00,41
549,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 848","Super Fast Non AC Seater (2+3)","2024-09-01 10:10:00",N/A,"2024-09-01 13:45:00",3.3,181.00,52
550,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 353","Super Fast Non AC Seater (2+3)","2024-09-01 10:15:00",N/A,"2024-09-01 14:00:00",3.3,181.00,45
551,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 2371","Low Floor AC Seater 2+2","2024-09-01 10:30:00",N/A,"2024-09-01 13:35:00",3.3,253.00,26
552,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 1255","Super Fast Non AC Seater (2+3)","2024-09-01 10:35:00",N/A,"2024-09-01 14:15:00",3.3,181.00,46
553,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 822","Super Fast Non AC Seater (2+3)","2024-09-01 10:45:00",N/A,"2024-09-01 14:20:00",3.3,181.00,49
554,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 773","Super Fast Non AC Seater (2+3)","2024-09-01 10:55:00",N/A,"2024-09-01 14:10:00",3.3,181.00,45
555,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 755","Super Fast Non AC Seater (2+3)","2024-09-01 11:15:00",N/A,"2024-09-01 14:55:00",3.3,181.00,49
556,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 2390","Low Floor AC Seater 2+2","2024-09-01 11:30:00",N/A,"2024-09-01 14:45:00",3.3,253.00,21
557,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 324","Super Fast Non AC Seater (2+3)","2024-09-01 11:35:00",N/A,"2024-09-01 15:05:00",3.3,181.00,49
558,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 1118","Super Fast Non AC Seater (2+3)","2024-09-01 11:50:00",N/A,"2024-09-01 15:20:00",3.3,181.00,46
559,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 1884","Low Floor AC Seater 2+2","2024-09-01 12:30:00",N/A,"2024-09-01 15:50:00",3.3,253.00,19
560,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 1023","Super Fast Non AC Seater (2+3)","2024-09-01 12:40:00",N/A,"2024-09-01 15:55:00",3.3,174.00,42
561,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 991","Super Fast Non AC Seater (2+3)","2024-09-01 12:50:00",N/A,"2024-09-01 17:05:00",3.3,174.00,43
562,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 820","Super Fast Non AC Seater (2+3)","2024-09-01 12:55:00",N/A,"2024-09-01 16:30:00",3.3,181.00,49
563,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 1887","Low Floor AC Seater 2+2","2024-09-01 13:30:00",N/A,"2024-09-01 16:50:00",3.3,253.00,26
564,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 427","Super Fast Non AC Seater (2+3)","2024-09-01 13:55:00",N/A,"2024-09-01 17:55:00",3.3,181.00,47
565,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 2896","Low Floor AC Seater 2+2","2024-09-01 14:00:00",N/A,"2024-09-01 17:20:00",3.3,253.00,28
566,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 2369","Low Floor AC Seater 2+2","2024-09-01 14:30:00",N/A,"2024-09-01 17:50:00",3.8,253.00,30
567,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 766","Super Fast Non AC Seater (2+3)","2024-09-01 14:35:00",N/A,"2024-09-01 18:20:00",3.3,181.00,50
568,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 993","Super Fast Non AC Seater (2+3)","2024-09-01 14:50:00",N/A,"2024-09-01 19:00:00",3.3,174.00,42
569,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 2818","Super Fast Non AC Seater (2+3)","2024-09-01 15:00:00",N/A,"2024-09-01 18:30:00",3.3,181.00,50
570,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 2810","Super Fast Non AC Seater (2+3)","2024-09-01 15:25:00",N/A,"2024-09-01 19:00:00",3.3,174.00,42
571,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 2568","Super Fast Non AC Seater (2+3)","2024-09-01 15:30:00",N/A,"2024-09-01 19:15:00",3.3,181.00,46
572,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 2391","Low Floor AC Seater 2+2","2024-09-01 15:30:00",N/A,"2024-09-01 18:50:00",4.1,253.00,29
573,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 720","Super Fast Non AC Seater (2+3)","2024-09-01 15:40:00",N/A,"2024-09-01 19:35:00",3.3,181.00,50
574,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 758","Super Fast Non AC Seater (2+3)","2024-09-01 15:45:00",N/A,"2024-09-01 19:20:00",3.3,181.00,48
575,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 2898","Low Floor AC Seater 2+2","2024-09-01 16:00:00",N/A,"2024-09-01 19:20:00",3.3,253.00,29
576,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 689","Super Fast Non AC Seater (2+3)","2024-09-01 16:15:00",N/A,"2024-09-01 19:50:00",3.3,181.00,50
577,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 1883","Low Floor AC Seater 2+2","2024-09-01 16:30:00",N/A,"2024-09-01 19:50:00",3.7,253.00,20
578,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 726","Super Fast Non AC Seater (2+3)","2024-09-01 17:00:00",N/A,"2024-09-01 20:20:00",3.3,181.00,49
579,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 2716","Super Fast Non AC Seater (2+3)","2024-09-01 17:15:00",N/A,"2024-09-01 20:45:00",3.3,181.00,50
580,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 323","Super Fast Non AC Seater (2+3)","2024-09-01 17:25:00",N/A,"2024-09-01 20:45:00",3.3,181.00,46
581,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 1862","Low Floor AC Seater 2+2","2024-09-01 17:30:00",N/A,"2024-09-01 21:00:00",3.1,253.00,31
582,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 503","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 17:42:00",N/A,"2024-09-01 20:40:00",3.3,216.00,38
583,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 2900","Low Floor AC Seater 2+2","2024-09-01 18:00:00",N/A,"2024-09-01 21:20:00",3.3,253.00,24
584,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 556","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 18:00:00",N/A,"2024-09-01 20:50:00",3.3,216.00,27
585,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 1872","Low Floor AC Seater 2+2","2024-09-01 18:30:00",N/A,"2024-09-01 21:35:00",2.2,253.00,28
586,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 48","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 19:00:00",N/A,"2024-09-01 21:35:00",3.3,216.00,25
587,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 814","Super Fast Non AC Seater (2+3)","2024-09-01 19:15:00",N/A,"2024-09-01 22:45:00",3.3,181.00,49
588,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 2372","Low Floor AC Seater 2+2","2024-09-01 19:30:00",N/A,"2024-09-01 22:05:00",1.4,253.00,26
589,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 467","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 19:55:00",N/A,"2024-09-01 22:50:00",3.3,216.00,38
590,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 1956","Super Fast Non AC Seater (2+3)","2024-09-01 20:00:00",N/A,"2024-09-01 23:30:00",3.3,181.00,37
591,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 564","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:12:00",N/A,"2024-09-01 22:40:00",3.3,216.00,32
592,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 46","Swift Deluxe Non AC Air Bus (2+2)","2024-09-01 20:25:00",N/A,"2024-09-01 23:00:00",3.7,216.00,28
593,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 2393","Low Floor AC Seater 2+2","2024-09-01 20:30:00",N/A,"2024-09-01 23:35:00",3.3,253.00,31
594,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 1506","Super Fast Non AC Seater (2+3)","2024-09-01 20:30:00",N/A,"2024-09-02 00:15:00",3.3,181.00,49
595,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 2206","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:34:00",N/A,"2024-09-01 23:29:00",3.3,216.00,38
596,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 424","Super Fast Non AC Seater (2+3)","2024-09-01 20:45:00",N/A,"2024-09-02 00:30:00",3.3,181.00,45
597,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 567","Super Express Non AC Seater Air Bus (2+2)","2024-09-01 20:45:00",N/A,"2024-09-02 00:30:00",3.3,201.00,38
598,"Kozhikode to Thrissur",https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,"KSRTC (Kerala) - 1378","AC MULTI AXLE","2024-09-01 20:50:00",N/A,"2024-09-02 00:14:00",3.3,340.00,48
